Monthly_Inflow,Monthly_Outflow,Gst_compliance_score,Ecommerce_sales,Supplier_payments,Invoice_issued,Invoice_amount,Employee_count,Asset_value,Business_age,Business_size,Credit_score
68519.44,23410.39,73.95,24374.83,12086.72,42,1715.8,45,145052.98,10,small,625.9128264132066
19032.07,12844.2,65.78,6526.38,8927.49,18,1108.72,35,81596.93,5,small,550.9737768884441
98917.08,36311.14,82.95,27319.25,18573.39,56,1847.67,64,530207.42,10,medium,734.1858279139569
89146.03,51759.9,84.01,44202.74,29434.46,48,1900.35,62,215428.45,8,medium,690.5488294147074
12506.19,8932.11,55.14,5228.87,4850.85,8,1547.74,14,27677.63,4,small,490.0307603801901
14306.13,10634.84,60.06,2310.78,5885.3,12,1170.5,20,43225.07,6,small,500.92376188094045
12138.07,9695.59,44.19,949.33,6395.79,15,723.11,1,16757.68,0,micro,417.72875437718864
21468.79,11469.5,64.02,1878.5,6900.23,13,1669.96,25,26555.3,6,small,520.3467783891946
9834.49,7191.93,51.93,3565.0,5153.02,7,1326.45,5,22330.65,1,micro,448.301755877939
19497.02,12012.39,58.47,9043.19,8447.75,15,1308.35,24,59065.33,6,small,527.8497798899449
23385.93,17609.3,53.15,11093.36,11800.28,20,1192.15,21,22647.61,3,small,488.01676338169085
77242.84,22100.63,69.1,22495.92,14985.64,42,1758.71,54,173030.01,7,medium,673.2618309154577
10223.75,6491.6,56.75,2520.37,4946.68,8,1277.75,8,22918.32,3,small,482.4697648824412
6709.29,4618.4,52.54,1466.48,2514.67,7,998.92,14,25836.88,4,small,478.2027663831916
60045.01,23227.14,70.77,33185.25,15453.21,33,1824.83,55,255067.11,7,medium,678.7348324162082
12895.79,7892.92,51.65,3484.03,6142.37,9,1489.95,16,41364.84,1,small,494.96576788394196
7107.76,4261.44,39.25,982.74,3009.88,8,879.88,1,26655.88,2,micro,434.43475737868937
33509.08,19947.77,74.48,9582.43,12792.87,20,1638.78,38,129485.69,8,small,576.525767883942
53702.43,17409.07,66.24,22062.16,11631.77,30,1880.16,41,63200.38,9,small,591.0887693846923
15361.04,9099.49,60.7,3589.73,6044.31,15,1121.62,27,21091.16,4,small,501.2487693846923
12606.3,10153.65,51.84,5178.32,7894.85,11,1158.86,8,45778.75,0,small,466.87775887943974
32154.71,15639.79,69.04,15802.26,9100.32,18,1872.1,42,184662.17,10,small,607.7778339169585
44518.75,23766.87,62.34,5363.87,12651.19,23,2039.66,27,51506.71,3,small,543.0527813906954
7700.56,4241.11,48.75,512.38,2865.17,7,1138.64,15,25775.52,1,small,470.2517708854427
8904.4,4210.93,48.59,2925.9,2879.29,12,782.47,2,43832.97,0,micro,461.7707603801901
13415.86,8304.84,50.86,3786.01,6612.44,13,1005.58,8,24981.1,4,small,477.44477238619305
11174.35,5166.24,52.26,3108.18,2862.3,8,1412.24,14,37654.14,3,small,506.54777388694345
20138.73,12877.35,67.46,3112.24,7822.7,17,1265.39,33,43229.16,7,small,535.6057828914456
15684.1,8908.04,57.05,4470.8,6120.74,12,1287.66,20,37240.77,5,small,520.7987843921961
4895.75,4485.98,36.41,244.0,2900.1,10,525.3,1,19125.86,1,micro,389.79376188094045
43194.84,16524.82,69.47,17145.26,8678.15,24,1855.82,48,128864.76,9,small,603.7308354177088
19331.92,13270.47,55.92,8507.2,8692.74,12,1627.68,28,40581.36,5,small,516.3717858929464
3971.48,2215.45,39.81,509.9,1437.64,9,314.43,1,7086.26,0,micro,390.81676338169086
8282.9,6595.86,56.03,82.83,4042.42,9,874.83,2,20078.27,0,micro,429.3097648824412
2734.82,2405.89,23.76,497.42,1985.24,9,282.3,1,7298.84,0,micro,349.9227663831916
30669.9,20579.29,64.49,2968.81,10308.69,18,1721.63,36,180503.31,12,small,570.2417708854427
8793.06,6922.36,51.37,3453.54,4480.73,11,845.15,11,24304.16,2,small,462.325767883942
40807.34,23117.22,68.93,18134.11,11872.38,21,1905.21,42,154598.32,9,small,592.9247723861931
44373.13,16404.99,66.74,5256.2,9802.19,27,1709.85,40,157615.76,6,small,592.4377738869434
7314.94,5903.85,41.71,575.27,4708.28,7,1009.44,1,19065.75,0,micro,418.63876938469235
29147.53,16421.29,66.1,3207.12,12125.98,22,1345.84,30,124789.93,7,small,551.5847873936968
29309.74,9371.95,62.89,5798.61,6268.16,20,1418.59,35,84630.96,7,small,567.6907753876939
48217.22,14800.58,72.92,6674.69,8709.84,26,1872.61,45,127717.63,5,small,605.1838369184592
25779.77,9838.92,59.62,10308.08,4863.78,20,1361.46,32,131460.06,6,small,561.4237768884442
54538.82,17375.27,70.2,21380.41,7924.7,31,1792.48,48,122701.46,10,small,621.9268384192096
33663.79,21793.35,64.98,10204.85,11462.54,23,1513.49,39,50582.17,10,small,552.8167783891946
27830.18,16218.73,76.14,4537.4,7882.63,20,1309.4,39,130553.68,6,small,580.139779889945
2439.38,1766.76,34.42,640.96,1266.8,7,323.99,1,4075.87,0,micro,363.0617708854427
19912.13,10581.28,56.41,9132.84,6254.63,15,1311.78,23,54014.72,5,small,534.0277888944472
22943.44,13660.18,56.13,5549.63,8523.34,17,1314.46,23,132532.39,4,small,535.4507903951976
83781.82,40647.89,71.38,28826.0,25566.82,47,1787.96,42,131452.1,5,small,593.3227813906954
13968.13,6331.08,55.41,2376.6,4744.01,9,1608.07,18,33894.42,0,small,497.20077538769385
17236.77,11672.84,51.6,7662.22,8153.17,15,1132.82,16,23116.15,2,small,481.79377688844426
59518.05,26978.26,71.7,31993.09,11690.23,37,1627.36,56,294603.12,10,medium,692.13983991996
13171.0,9738.92,52.8,2344.01,6102.37,12,975.87,19,39063.67,0,small,476.59677838919464
11251.5,8154.38,57.69,4924.5,5609.06,9,1144.68,18,42228.49,3,small,510.439779889945
10432.94,8591.66,37.18,3628.05,6175.72,8,1209.1,2,32302.04,0,micro,426.88477238619305
2862.06,2135.69,29.34,527.65,1758.45,6,382.39,1,9783.65,0,micro,368.62777388694343
21373.08,14772.6,52.14,8881.64,9461.09,10,2096.61,22,96266.24,4,small,525.103791895948
7917.32,6386.75,55.13,2290.44,4849.52,8,998.37,1,21509.54,0,micro,449.3507753876939
58049.3,30003.77,74.19,11765.3,17806.21,34,1673.81,48,199484.18,10,small,613.8028414207104
21844.3,9608.04,61.23,3239.76,6847.29,15,1430.95,32,89111.21,8,small,549.8467933966983
23263.65,13832.37,55.68,5410.42,7656.8,15,1506.03,30,66915.92,3,small,518.5997948974488
11207.7,6524.96,55.54,4473.82,3803.47,11,990.65,10,13230.84,0,small,470.51278139069535
21950.72,12950.6,54.93,9674.19,8163.8,13,1751.32,24,24088.76,7,small,520.5327963981991
32797.96,12528.88,66.97,11584.87,7576.33,20,1668.05,38,100776.68,9,small,591.8257828914457
14365.74,11663.95,54.35,4548.24,9218.18,9,1674.44,11,28559.59,1,small,481.0757828914457
34640.94,15937.0,74.02,4718.4,11384.21,19,1840.57,38,94581.64,5,small,579.7587843921962
31269.61,19970.26,68.14,8459.24,9864.11,22,1431.82,38,100591.55,6,small,558.7117858929464
19450.79,9284.65,54.82,7895.81,6654.26,13,1524.53,28,34680.01,6,small,523.5957978989495
36906.53,16594.29,54.32,3560.54,9575.16,24,1519.78,35,113223.57,5,small,541.6087993996998
44423.01,21718.05,78.12,14587.21,12425.57,24,1852.15,50,286866.7,6,small,631.5758429214607
5334.02,5018.93,34.92,451.0,3797.71,8,628.3,1,4713.6,0,micro,359.32377688844423
26467.53,17186.25,66.42,13424.85,10925.04,17,1576.16,35,64563.16,5,small,553.8047873936969
12353.79,6035.46,47.78,218.24,4295.38,8,1451.85,11,22683.79,1,small,460.97677838919464
10164.17,4611.22,48.99,829.52,3191.95,10,974.95,9,34052.82,0,small,479.97878439219613
35087.06,10634.12,60.43,4299.62,6328.41,21,1635.94,41,159194.39,4,small,584.7977888944472
112926.37,43600.3,81.34,35180.87,22909.37,59,1873.23,70,390673.65,11,medium,728.2088444222111
25699.9,9674.28,60.34,3302.51,5793.43,15,1727.06,35,102522.2,7,small,568.6807903951976
15698.24,8412.4,58.14,4655.73,5020.65,9,1733.55,22,52408.91,4,small,516.2018009004503
10316.13,6239.82,46.48,287.06,4290.16,14,742.45,5,18894.53,0,micro,422.579779889945
33125.31,17015.19,73.22,13518.25,8677.23,26,1223.8,37,82864.31,5,small,585.123791895948
6768.8,5216.65,36.22,261.41,3218.58,7,1034.34,1,10939.71,0,micro,390.5327813906954
21284.44,12709.47,60.62,1781.36,8201.17,17,1353.34,31,105138.4,5,small,528.1548024012005
9622.3,5823.06,39.0,3242.99,4147.48,7,1489.54,5,13970.27,2,micro,433.22578289144576
11599.82,9397.59,42.17,3055.35,7454.78,12,928.68,7,19512.92,3,small,438.7787843921961
4783.13,4087.8,39.27,479.34,2411.07,5,964.39,1,9624.75,0,micro,390.4817858929465
15582.72,5968.61,66.29,2521.0,4094.27,11,1383.51,34,123563.81,9,small,576.6467933966983
24624.35,11117.1,62.62,7804.33,7461.22,16,1578.69,27,83721.36,8,small,557.5497948974488
23907.17,8653.0,61.26,6217.16,5229.3,18,1336.43,41,149814.55,4,small,574.5627963981991
15377.91,11360.49,46.72,2374.18,6543.49,15,1029.53,10,49758.72,1,small,478.4517858929465
29797.04,11494.73,66.94,10326.96,6201.18,18,1596.71,38,93799.72,7,small,587.0257978989495
93689.8,27004.18,82.51,24709.41,15174.15,52,1865.19,65,233692.58,16,medium,733.7318459229615
23980.43,15001.32,69.97,7124.49,8829.18,16,1521.7,33,82762.9,7,small,559.3587993996998
44826.75,27311.9,68.23,14055.81,17485.79,27,1741.3,43,79071.49,7,small,559.1718009004503
17616.15,10702.73,61.48,6476.05,7287.19,10,1706.53,19,87006.47,3,small,533.107803901951
13743.49,6214.17,51.18,1831.43,3891.87,13,1093.02,13,26171.3,3,small,481.55478739369687
18861.87,11623.82,51.6,650.12,8169.59,13,1409.71,23,39703.96,1,small,487.7677888944472
32865.07,20708.76,63.91,8300.18,10580.94,18,1922.8,28,68073.74,3,small,536.1208054027013
9730.41,4198.38,56.75,4223.33,2316.18,5,1956.27,17,38242.32,3,small,533.3738069034517
12592.77,7836.32,53.81,539.34,4539.62,13,1026.72,15,33256.37,3,small,479.3007903951976
46647.48,29268.58,63.43,13183.55,18617.76,30,1496.46,45,158920.89,6,small,564.6948024012006
6719.36,3836.69,35.97,67.19,2676.72,6,1137.24,1,14211.93,0,micro,398.8647873936969
7306.37,3725.27,51.82,446.5,2463.43,5,1471.67,8,47128.74,0,small,482.22379189594795
13485.31,6972.02,57.01,1839.09,4718.99,12,1111.96,23,79990.99,3,small,522.2168084042021
9090.3,7591.41,44.39,3132.61,4390.7,10,938.75,6,15597.02,0,small,441.04778889444725
16819.42,6652.25,73.81,1066.13,4625.56,12,1314.52,30,61432.35,8,small,557.877803901951
72766.14,40500.28,73.59,18396.41,24129.46,41,1794.39,52,366456.71,12,medium,682.5148474237119
16071.44,6382.11,56.8,5932.44,3669.12,11,1458.88,24,45783.93,5,small,541.2398099049525
37455.41,16854.18,75.35,14654.28,9583.97,22,1763.68,47,105643.11,9,small,601.9278489244623
13572.14,10449.19,58.99,2128.69,6411.08,12,1149.48,23,32969.77,3,small,482.70679339669834
47781.08,15554.11,65.42,13850.84,10315.71,28,1631.88,34,102934.52,5,small,590.1708054027013
24932.17,11651.42,67.84,5196.71,5954.18,16,1567.99,23,51703.24,2,small,548.2628114057028
45907.5,21264.9,79.64,8333.56,14622.16,28,1652.23,49,127768.34,8,small,604.7308504252126
26675.59,12859.23,62.3,8554.23,9058.77,17,1594.06,27,38949.47,4,small,532.0058129064532
21468.2,13213.21,68.53,4726.95,8432.38,16,1376.1,32,80410.83,4,small,550.5588144072035
7462.78,5457.46,38.91,2619.52,4159.46,9,785.06,1,12270.05,0,micro,413.1007903951976
15876.34,11266.0,50.91,5321.74,6852.59,7,2313.24,15,15590.11,3,small,478.9597948974487
71341.93,20309.12,76.12,21254.14,11793.73,43,1635.13,51,276616.86,7,medium,695.573851925963
10822.19,7041.72,49.82,108.22,3900.08,9,1170.88,10,37640.17,0,small,456.993791895948
52454.71,10490.94,86.92,16131.77,5191.1,28,1912.35,67,682407.18,12,medium,785.1468534267134
3524.64,2196.14,31.25,35.25,1706.11,6,491.28,1,11939.27,0,micro,371.4867933966983
171228.51,79483.02,85.92,60483.92,41845.75,88,1954.94,69,303867.35,12,medium,730.2498549274637
14865.17,10508.22,56.08,4954.6,6712.67,9,1703.62,14,30073.04,0,small,488.0927963981991
4995.33,3187.85,42.97,1179.41,2500.1,6,842.93,1,15974.62,0,micro,428.0397948974487
4874.65,3762.05,42.14,1386.0,2860.86,5,962.02,1,11413.17,0,micro,412.9427963981991
28690.72,14071.85,68.16,9842.72,10197.26,18,1611.47,36,105291.05,6,small,565.5438069034517
71551.03,31085.38,78.81,33557.54,19348.44,44,1607.06,60,618432.09,9,medium,713.3228564282141
17146.56,12402.86,60.16,7080.34,6339.64,12,1502.32,24,45055.03,0,small,517.961815907954
32052.7,21479.13,68.61,13517.33,11679.87,18,1779.92,32,74588.4,5,small,548.7748174087044
6449.08,4722.93,45.8,638.13,2790.29,10,671.08,1,11402.67,2,micro,407.04579789894944
42758.55,23912.34,73.39,13765.33,14391.54,26,1644.6,47,242495.42,11,small,613.0258579289645
174344.92,73406.52,90.66,69234.24,35641.17,94,1783.22,76,481375.23,14,medium,767.4088594297149
34931.3,21320.58,68.52,11222.18,12273.56,21,1660.18,43,77801.13,8,small,565.676808404202
22830.95,17591.24,52.6,5677.07,10039.85,14,1606.5,18,56718.42,5,small,507.77579789894946
29700.49,20231.63,68.05,9933.08,11929.62,20,1462.41,38,59100.7,7,small,545.8978189094547
36860.42,14185.21,64.11,14894.64,10373.65,27,1293.73,28,128932.37,5,small,578.1698099049524
17519.69,10418.37,53.84,3376.89,7442.14,12,1459.51,25,31178.12,5,small,504.20879939969984
15009.54,8599.61,55.99,804.5,6098.73,16,937.61,12,36166.9,1,small,485.5918009004502
49967.26,31512.63,68.02,20592.63,17821.57,27,1844.32,43,138024.6,7,small,573.1328114057028
42851.56,25036.12,64.32,14930.88,14242.26,27,1537.27,40,84648.77,6,small,570.2758129064532
28669.36,12862.99,57.28,2861.4,6649.03,17,1699.71,32,68886.72,8,small,543.5908204102052
42666.15,13166.94,76.69,13242.71,8964.93,26,1685.24,51,135697.66,8,medium,670.9618609304653
10163.64,7294.6,52.73,1991.5,4988.96,6,1694.04,13,16693.02,1,small,475.9548024012006
40362.99,27976.95,63.83,14797.26,19260.31,27,1472.41,38,55341.51,5,small,544.3538219109555
25376.04,10070.39,59.94,7436.68,5723.02,16,1648.63,28,54228.83,6,small,548.7368234117059
166441.57,87189.18,84.87,49723.87,41781.06,89,1813.26,70,358931.47,12,medium,726.3748624312155
29399.87,19585.75,56.91,2905.04,11483.46,21,1449.25,16,27753.22,1,small,490.667803901951
10777.51,8154.55,48.4,499.01,4775.05,8,1397.7,8,29065.78,0,small,464.9387993996998
25564.11,16182.94,53.8,11268.25,9284.16,15,1685.28,19,51641.86,4,small,506.43080540270137
15336.74,6479.71,56.03,4709.05,3694.12,10,1547.96,23,54931.37,4,small,530.1698249124562
54079.72,15522.69,75.68,7391.81,8219.39,34,1542.97,46,287615.88,8,small,633.997863931966
41759.97,26754.48,66.32,13772.93,12582.74,23,1753.0,40,131247.41,7,small,566.1288144072035
28877.09,14281.55,62.88,10895.26,7503.44,19,1447.34,40,171718.72,6,small,576.5618159079539
10657.04,6082.36,52.97,1095.46,3476.82,12,890.12,5,24595.04,3,micro,450.3518009004502
5769.26,3262.18,44.9,1737.98,2156.7,6,860.58,1,23207.29,1,micro,445.8548024012006
17952.62,10470.97,44.91,7354.28,5809.41,17,1096.08,13,20616.01,0,small,472.15380690345177
28633.33,14821.09,65.01,14510.83,8530.55,20,1481.76,35,112842.36,5,small,568.3248174087045
42617.68,21296.11,66.45,12976.71,11436.76,29,1498.26,34,77714.58,6,small,565.4278189094547
11423.96,6997.3,54.76,2327.89,4791.42,11,1082.32,25,85833.96,2,small,516.9728264132067
28372.37,19493.79,66.79,11704.78,12887.52,17,1696.37,31,35290.83,6,small,531.9258279139569
6524.18,3197.36,44.1,566.26,1944.17,5,1295.83,4,21741.6,1,micro,442.127803901951
8573.49,5086.27,52.13,85.73,4048.49,10,850.1,9,18505.87,0,small,441.4008054027014
19348.09,10466.46,60.42,5297.35,5857.13,18,1105.79,27,60812.59,6,small,535.2888294147074
11669.58,9196.9,45.91,116.7,6567.63,11,1028.53,8,23444.6,0,small,432.36380690345175
17251.04,11316.16,56.02,3338.34,6838.25,12,1406.98,18,31599.87,2,small,498.5568084042021
62566.16,26745.48,74.63,14838.33,12984.38,35,1727.26,51,178313.32,8,medium,661.2108654327163
23610.16,11418.7,57.7,2787.79,7914.07,11,2133.98,27,46242.41,4,small,524.2318309154577
51398.55,22869.3,65.39,10963.04,13898.06,31,1699.43,34,68650.3,5,small,568.0308204102051
7245.67,5276.81,50.86,2437.72,4137.79,9,763.08,1,21111.14,0,micro,434.5068084042021
24081.77,10069.73,57.15,6095.27,6243.41,17,1452.62,26,33391.35,0,small,514.3298099049525
21266.08,8226.6,65.08,9465.83,6148.12,10,2161.52,24,46178.84,0,small,549.4948324162082
5239.5,4357.53,33.05,1298.65,3411.27,7,757.07,1,13925.52,0,micro,403.8398099049525
25480.65,10883.37,61.57,8174.75,5864.24,16,1609.32,40,121355.46,8,small,585.2938219109554
38925.6,22138.51,66.99,13035.26,13480.5,23,1608.83,39,66237.92,10,small,566.3768234117059
81133.88,21059.73,79.85,42818.27,11583.55,44,1871.71,57,232862.32,10,medium,730.3238669334668
11489.69,6647.29,39.55,2388.95,4752.42,10,1148.8,2,10852.16,0,micro,411.14281140570284
12951.94,9087.59,40.05,4460.56,5987.59,11,1223.55,9,36988.11,0,small,462.99581290645324
10251.05,5604.67,50.25,2577.54,4303.03,11,916.97,19,37690.83,1,small,483.13281140570285
17658.09,9602.95,53.7,6935.95,6663.2,11,1536.76,18,28288.93,1,small,501.73581290645325
45651.94,27499.87,71.08,23267.49,17533.46,26,1730.26,53,178567.05,9,medium,642.656868434217
122752.78,36805.23,77.46,34897.24,23111.61,64,1798.99,73,485694.73,15,medium,748.4898699349675
11662.03,9208.34,48.26,116.62,5859.05,11,1056.23,11,13624.71,3,small,430.0888144072036
10751.95,6945.59,47.31,3040.69,4686.49,11,936.01,11,26930.1,0,small,461.491815907954
29904.58,16159.67,64.88,15057.27,11530.03,18,1652.03,41,77456.86,9,small,568.3898249124562
28962.83,12661.95,63.08,6095.03,6456.76,21,1370.3,36,131275.07,6,small,573.0028264132067
4856.11,3761.73,36.13,48.56,2830.34,8,663.63,1,18144.03,0,micro,372.93481740870436
19060.68,11487.19,55.33,6654.28,8006.01,11,1729.87,23,48063.39,5,small,517.9678339169584
10310.35,6199.32,39.4,3727.78,4147.34,12,883.65,1,49101.05,0,micro,445.60781890945475
13355.36,6334.04,49.18,3267.98,4089.21,10,1436.74,19,43789.69,5,small,507.03881440720363
58596.18,32888.53,78.11,33144.05,21821.2,33,1839.39,49,286369.26,8,small,626.9628714357178
35392.18,16688.22,66.65,16049.74,8328.39,24,1522.23,46,210915.63,10,small,606.7058729364683
24927.74,12232.81,62.79,7742.22,8302.92,18,1319.13,32,127420.84,6,small,567.845827913957
12480.48,10048.83,47.63,358.41,6563.32,11,1152.71,5,15697.89,0,micro,415.2408204102051
54182.4,24792.98,72.35,29111.34,12982.4,32,1828.57,55,301427.53,9,medium,674.4488744372187
43092.36,16340.52,75.17,7121.02,8969.29,25,1688.71,44,335679.42,10,small,631.031875937969
13354.6,8326.31,59.72,458.06,4911.54,7,1882.11,16,26472.69,5,small,485.20181590795397
4562.72,3126.39,43.56,1518.77,2539.51,5,846.31,1,14696.94,0,micro,429.21382191095546
38195.76,17025.55,69.6,13999.53,10063.11,24,1639.49,40,49060.8,7,small,575.2088294147073
73966.87,21649.65,74.01,14249.63,14380.67,39,1808.76,61,205235.74,12,medium,705.7148774387194
17978.61,7409.56,64.2,5322.08,3758.85,12,1573.49,28,62065.85,4,small,555.2818309154577
23566.2,11486.73,51.39,2002.94,6384.4,15,1645.59,26,39109.51,6,small,500.11481740870437
58604.71,32391.5,77.04,9426.34,19182.8,30,1910.59,45,104654.39,8,small,592.0348324162081
80833.67,26758.25,79.19,50101.22,14507.06,47,1727.27,69,385530.35,13,medium,733.9678789394698
12668.23,7188.31,49.07,2560.82,4472.8,10,1325.37,14,36141.34,5,small,494.8878189094547
12467.59,7654.85,47.4,2659.29,4335.63,11,1180.35,6,25905.57,0,small,466.80682341170586
19598.12,11692.84,51.68,4620.24,6778.37,13,1498.05,24,89205.95,3,small,522.5508354177089
5533.32,3629.18,41.75,894.4,2422.04,7,825.55,1,16001.93,0,micro,417.8998249124562
25881.76,8747.87,60.72,10158.44,5540.94,18,1369.77,32,83083.53,5,small,574.7678339169585
11081.18,7266.45,56.14,4062.62,4351.59,10,1203.43,9,28386.23,0,small,495.5308204102051
26138.71,17410.52,60.29,7335.57,11443.05,14,1949.1,36,74254.55,8,small,542.7738369184592
73975.78,14795.16,85.26,40675.88,9953.87,39,1793.18,58,301132.09,12,medium,750.5108804402201
42891.7,12170.72,66.29,22161.09,6954.83,22,2047.19,50,99019.39,11,small,611.7738819409705
37330.45,16926.92,74.5,13378.23,8652.4,23,1564.81,40,90546.18,4,small,586.0508354177089
33651.48,19087.44,56.86,15819.3,11155.74,22,1556.46,23,49731.95,5,small,531.9268384192096
16940.81,6499.25,53.47,5913.23,4347.24,17,1086.36,24,32565.52,4,small,516.51983991996
6675.01,4620.84,39.59,1529.43,3664.47,10,665.81,3,22688.04,2,micro,423.86282641320656
5117.54,2885.7,28.61,51.18,2078.14,6,841.38,1,8729.73,0,micro,366.15582791395695
79216.51,20183.53,72.33,39219.97,10372.78,46,1682.41,53,183999.4,12,medium,698.4368834417209
14933.54,7955.46,54.21,281.46,5764.03,12,1135.3,17,38268.7,6,small,486.78382191095545
57709.22,24135.1,71.31,7291.85,14750.66,36,1640.78,44,186304.66,4,small,588.4838369184591
67360.37,17285.51,80.56,38223.0,11344.34,38,1831.93,52,252723.42,9,medium,714.1398849424712
67048.83,26399.17,73.04,33084.41,17475.58,38,1877.6,56,802847.93,10,medium,710.7528864432217
19412.6,12909.18,59.3,8526.22,8152.38,16,1250.79,30,77693.5,6,small,539.9028414207104
12853.6,7365.3,57.31,1615.19,4584.29,11,1159.11,21,45191.93,6,small,510.89682341170584
21971.58,15869.26,56.11,6575.95,9667.23,16,1340.67,16,52312.9,1,small,496.8298249124562
37831.46,12142.14,62.34,4826.04,7237.08,26,1458.4,34,91400.9,9,small,576.8168384192096
73366.62,22322.01,77.69,34139.26,10189.38,38,1936.39,57,347012.44,10,medium,720.9358879439719
8869.16,4606.71,49.27,412.87,2701.28,13,638.87,8,19124.74,1,small,455.2288294147073
8856.51,7127.1,52.69,3121.85,4203.86,10,904.63,13,17124.99,1,small,459.0718309154578
104672.22,29221.26,86.77,37340.28,16405.89,56,1861.79,65,420632.35,11,medium,754.9588894447223
26602.01,14061.67,59.97,8692.03,8499.79,18,1541.91,34,59910.84,4,small,534.4558429214607
13741.69,6672.7,61.34,4495.63,4447.61,9,1512.72,17,13889.26,0,small,486.49282641320656
14999.72,11132.05,64.39,5236.47,7415.51,12,1271.69,26,85639.45,2,small,528.8788444222112
39535.77,11094.24,66.93,19249.19,6411.76,22,1755.2,42,155582.5,10,small,626.2718909454727
7878.33,6776.39,42.13,78.78,5291.07,9,870.76,1,19987.94,0,micro,394.7348324162081
10715.1,7991.67,54.27,1827.87,5853.63,9,1277.52,17,49518.73,0,small,481.09582791395695
40165.63,17551.48,76.37,9051.51,10942.17,25,1682.92,46,192048.28,8,small,622.3448924462231
10075.94,5143.71,52.41,2687.77,3448.55,10,1049.16,4,25681.64,0,micro,463.1278339169585
70594.9,19563.97,76.46,17835.62,13164.86,40,1792.76,44,81975.49,11,small,626.6778939469734
17958.45,8288.86,49.3,2929.04,5478.42,11,1612.29,14,25420.44,1,small,485.8088294147073
33865.06,19778.13,63.71,5381.55,10259.26,20,1652.64,32,49753.11,5,small,546.2218459229615
28248.94,13209.72,69.27,14069.06,8310.09,18,1513.51,35,75432.59,6,small,565.03983991996
29552.74,9243.18,63.03,15192.26,5061.37,19,1622.42,35,60257.97,9,small,578.2128414207103
4320.3,2784.32,31.28,667.4,1737.51,11,375.15,1,5422.09,0,micro,379.1408354177089
18552.29,10029.36,43.19,1310.7,6590.86,13,1428.93,7,18988.05,0,small,447.46383691845926
71681.61,26563.67,69.17,30222.01,18097.0,39,1868.42,53,296110.21,12,medium,680.9808954477239
10541.18,8111.4,55.68,928.38,6150.39,8,1340.5,15,28265.35,0,small,473.48183091545775
7113.16,5139.08,41.96,1903.72,3547.55,7,1047.98,2,42340.9,2,micro,438.9968384192096
5965.38,4383.96,42.54,59.65,2908.86,6,978.45,1,20366.47,1,micro,408.65983991996
7417.4,6146.03,33.28,807.1,3964.72,6,1193.99,1,13488.25,1,micro,390.18284142071036
46947.29,21827.8,86.46,7939.94,14500.03,31,1462.88,51,185058.36,10,medium,681.7738969484742
53497.4,19391.2,81.46,30945.0,8864.41,32,1632.62,61,301795.47,11,medium,716.4668984492246
5751.46,3706.88,36.45,57.51,2264.32,5,1167.05,1,14032.59,0,micro,393.6458429214607
55505.9,34356.16,68.39,12052.77,19746.1,30,1852.65,43,219704.55,8,small,585.6158429214606
14849.6,10111.93,38.64,1478.75,6584.49,12,1161.66,6,52642.58,2,small,455.2188444222111
29649.25,18606.48,61.62,12661.2,11676.47,19,1550.02,32,53285.69,7,small,534.8748474237118
40569.88,26646.22,62.32,15993.89,17463.82,21,2036.07,38,121882.39,8,small,556.998844422211
15001.47,9465.8,58.73,3297.36,6226.59,14,1012.29,26,47844.22,5,small,515.2978489244623
6079.04,4717.93,38.72,60.79,3048.3,5,1271.72,1,23810.3,0,micro,402.58184592296146
175694.24,42906.95,96.22,49106.67,17111.86,91,1935.85,72,760045.41,14,medium,813.609899949975
79862.0,39591.0,84.5,23190.54,25235.11,46,1752.25,58,273835.06,13,medium,704.4129014507254
11691.87,6560.05,54.81,578.62,3691.87,9,1268.28,18,44540.99,2,small,496.1248324162081
4962.21,3381.28,44.34,953.62,2765.43,4,1199.65,1,28255.9,3,micro,442.90484742371183
82904.45,28461.38,79.46,18411.25,18431.94,49,1706.83,63,171971.87,12,medium,693.0359029514758
5785.95,3598.1,45.91,1593.58,2763.31,8,754.29,1,23444.44,0,micro,441.0978489244622
54362.65,13203.56,78.07,18724.93,6388.8,31,1786.59,58,174678.77,9,medium,705.2189044522261
28338.13,15826.91,73.95,15395.4,10112.5,18,1617.57,47,347793.96,11,small,608.2519059529766
7208.91,6009.67,36.81,306.3,3472.74,8,868.1,1,29846.8,0,micro,405.4608504252126
14327.95,6175.31,51.54,2013.13,4611.71,13,1061.38,15,18168.86,5,small,493.7678339169585
31626.97,12307.83,63.93,3380.97,6111.45,22,1282.18,36,79106.68,6,small,570.2118459229615
12121.45,9356.36,44.76,4708.57,7161.29,10,1220.98,18,26920.92,2,small,461.813851925963
7983.57,4423.18,41.63,645.76,3385.89,8,1007.07,1,15753.92,0,micro,421.02685342671333
3871.13,3094.25,32.67,678.83,2453.96,6,633.21,1,10038.61,0,micro,382.9398549274637
7124.75,5204.91,37.66,1219.15,3681.96,13,490.07,1,23873.04,0,micro,410.3128564282141
60777.47,23852.93,65.04,18494.63,15272.87,34,1784.96,40,88701.55,7,small,582.7648474237119
15799.89,12317.89,53.26,5560.39,9339.01,13,1255.9,13,41388.91,0,small,479.7908354177089
15469.82,7975.2,50.55,5565.4,5561.29,10,1562.82,20,24768.12,5,small,507.22383691845926
